Round,Case,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,TargetX,TargetY,TargetZ
1,1,0.109733,0.910709,0.1114368,0.09320422,0.948696,0.1392467,0.06486392,0.9285355,0.1295595,0.03982586,0.937564,0.1505618,0.02031503,0.9518753,0.1761808,0.005868264,0.9601032,0.1957464,0.05510172,0.9847776,0.1584644,0.03150614,1.000449,0.1860671,0.01634661,0.9993466,0.2063475,0.003859393,0.9963109,0.2258396,0.07667539,0.986683,0.1670566,0.05614344,1.008793,0.2001238,0.04192497,0.9935485,0.2198925,0.03316253,0.9704771,0.2282696,0.09406086,0.9776158,0.1763239,0.08168794,1.002785,0.20577,0.0649538,0.9899169,0.2237215,0.05281384,0.9679185,0.2276044,0.1098161,0.9634213,0.1846471,0.1023562,0.983399,0.2085533,0.08789475,0.9761539,0.2222281,0.07211125,0.9596556,0.2239518,0.002420568,1.047427,0.3615318
1,1,0.1095423,0.911011,0.1114335,0.09302053,0.9490291,0.1392052,0.06464482,0.9290259,0.1292977,0.03947251,0.93853,0.1499267,0.01980559,0.9532612,0.1751857,0.00518474,0.9618009,0.1944861,0.05497216,0.9852636,0.1582417,0.03127603,1.001185,0.1856141,0.01593477,1.000373,0.2057705,0.003249489,0.9976147,0.2251759,0.07649878,0.9870471,0.1669769,0.05582945,1.008994,0.2000666,0.04168447,0.9928956,0.2192001,0.0335418,0.9690822,0.2259731,0.093779,0.9778777,0.1763396,0.08129615,1.002875,0.2058859,0.06446162,0.98938,0.2232747,0.05278172,0.9669451,0.225852,0.1094099,0.963591,0.1847391,0.1018369,0.9834877,0.2086768,0.08719657,0.9759561,0.222002,0.07164678,0.9591663,0.2227693,0.002420568,1.047427,0.3615318
1,1,0.1093584,0.9112951,0.1114607,0.09291852,0.949329,0.1392591,0.0644931,0.9294306,0.1292839,0.0392798,0.939454,0.1496143,0.01956776,0.9546564,0.1745572,0.004848436,0.9635464,0.1936235,0.05495915,0.9856604,0.1582885,0.03126151,1.001769,0.1855502,0.0158409,1.001245,0.2056561,0.003058471,0.9987703,0.2250357,0.07647862,0.987363,0.1670575,0.05573469,1.008954,0.2003345,0.04183638,0.9919141,0.2188225,0.03446116,0.9674521,0.2239671,0.09371556,0.9781256,0.1764336,0.08116023,1.002834,0.2061911,0.06435998,0.9886245,0.2230353,0.05324901,0.965793,0.2243228,0.1092881,0.9637774,0.1848359,0.1016459,0.9835311,0.2088704,0.08691145,0.9756632,0.2218938,0.07165755,0.9585872,0.2217789,0.002420568,1.047427,0.3615318
1,1,0.1086761,0.9114569,0.1100717,0.09240519,0.9493542,0.138155,0.06390845,0.9295644,0.1281672,0.03862334,0.9404736,0.1479449,0.01886235,0.9564676,0.172348,0.003962062,0.9659438,0.1909866,0.05457979,0.9856381,0.1575389,0.03093224,1.00216,0.1845956,0.01541515,1.002407,0.2046323,0.00249555,1.000692,0.2240028,0.07613426,0.9872514,0.1662383,0.05548202,1.008552,0.1997585,0.04145651,0.9919193,0.2185202,0.03368793,0.9677042,0.2242236,0.09338927,0.9779288,0.1754956,0.08083415,1.002165,0.2056394,0.06411809,0.9876308,0.2222891,0.05314699,0.9647113,0.2231359,0.1089674,0.9635041,0.1837564,0.1013053,0.9829452,0.2080379,0.08657272,0.9747344,0.22085,0.07147587,0.9575295,0.2202477,0.002420568,1.047427,0.3615318
1,1,0.108479,0.9114012,0.1090484,0.09260864,0.9492702,0.1373975,0.06395604,0.9295741,0.1276741,0.03877834,0.9411459,0.1472106,0.01918337,0.9577354,0.171349,0.004300989,0.9676552,0.1897697,0.05508629,0.9855995,0.157279,0.0315724,1.002647,0.1841254,0.01605456,1.003738,0.2041335,0.003092721,1.002901,0.2235336,0.07673824,0.9871394,0.1657467,0.05639143,1.008271,0.1995597,0.04278466,0.9908593,0.2179184,0.03581078,0.9661109,0.222177,0.09407014,0.9777525,0.1747932,0.08166783,1.001558,0.2053404,0.06530556,0.9857017,0.2211118,0.05547377,0.9622885,0.2198682,0.1097018,0.9632701,0.1828489,0.1021802,0.9824737,0.2073622,0.08746251,0.9734741,0.2196512,0.07304147,0.9558123,0.2175593,0.002420568,1.047427,0.3615318
1,1,0.1082503,0.911432,0.1088347,0.09230086,0.9494823,0.1368954,0.0636784,0.9297087,0.1272402,0.03849675,0.9411348,0.1468577,0.01887073,0.9576293,0.1710358,0.004029803,0.9674841,0.1895247,0.05471889,0.9859264,0.1564512,0.03094205,1.002851,0.1831431,0.01530872,1.004169,0.2030473,0.002229601,1.003651,0.2223802,0.07635143,0.9875326,0.1649561,0.05541591,1.007478,0.1991282,0.04219127,0.9891115,0.2168236,0.03606246,0.9639573,0.2198153,0.09366746,0.9782141,0.1741033,0.08077977,1.001528,0.2048283,0.06451716,0.9852064,0.2202244,0.05516135,0.9616431,0.2183194,0.1092877,0.9637929,0.1822896,0.1017094,0.9831564,0.2066593,0.08693434,0.9739478,0.2187228,0.07288133,0.9560781,0.2159896,0.002420568,1.047427,0.3615318
1,1,0.1080784,0.9119279,0.108047,0.09183521,0.9507694,0.1348257,0.06328044,0.9309134,0.1251392,0.03805792,0.9429244,0.1443505,0.01840797,0.9601007,0.1680293,0.003805764,0.9705203,0.186398,0.05411294,0.9879071,0.1527376,0.02977777,1.00495,0.1788449,0.01379889,1.00659,0.1984482,0.0003690273,1.006642,0.217546,0.07559203,0.9896109,0.1616044,0.0529527,1.006706,0.1962323,0.04114496,0.9851264,0.2110729,0.03838506,0.9593109,0.2087946,0.09267811,0.9804339,0.1713099,0.07764978,1.001529,0.2026596,0.06211517,0.9821337,0.2149224,0.05608938,0.9583765,0.2081647,0.1080562,0.9661406,0.1801534,0.09937678,0.985297,0.2043185,0.0842953,0.9742452,0.2142696,0.07283572,0.955679,0.2073231,0.002420568,1.047427,0.3615318
1,1,0.1080965,0.9124165,0.1075258,0.09161918,0.9518076,0.1333413,0.06312835,0.9318923,0.1235886,0.03794092,0.9442917,0.1425982,0.01834669,0.9619285,0.1659827,0.003965937,0.9727349,0.1843028,0.05379158,0.9894189,0.1499987,0.02900381,1.006143,0.1758857,0.01281175,1.007629,0.1953259,-0.0008191392,1.007667,0.2142806,0.07514191,0.9911987,0.1591568,0.05150387,1.006909,0.1937733,0.0404617,0.9840211,0.2071729,0.03941993,0.9583883,0.2025766,0.09204039,0.9821326,0.1692863,0.07572737,1.002089,0.2007389,0.06074779,0.981257,0.211205,0.05671905,0.9578727,0.202076,0.107222,0.9679422,0.1786208,0.09765508,0.9868845,0.2026191,0.08251899,0.9748735,0.2112942,0.07276012,0.9562327,0.2022624,0.002420568,1.047427,0.3615318
1,1,0.1080662,0.9125763,0.1072063,0.09145727,0.9524302,0.1322148,0.0629966,0.9324887,0.1224275,0.03790637,0.9451782,0.1413741,0.01847193,0.9631632,0.1646261,0.004394367,0.9742717,0.183001,0.05360116,0.9904545,0.1478376,0.0285845,1.0074,0.173358,0.01222494,1.008926,0.1926541,-0.001566134,1.009021,0.2114925,0.07484837,0.9922841,0.1572232,0.05069709,1.007867,0.1915412,0.03976268,0.984738,0.2046113,0.03916705,0.9591589,0.1996508,0.09158428,0.9833031,0.1676922,0.07441749,1.002634,0.1990814,0.05975475,0.9811218,0.2085752,0.05676324,0.9580008,0.1984334,0.1065902,0.9691936,0.1774249,0.09626222,0.9879066,0.2012873,0.08112275,0.9753809,0.2091947,0.07229897,0.9567474,0.199234,0.002420568,1.047427,0.3615318
1,1,0.1074983,0.9123387,0.1065555,0.0906322,0.9528726,0.1302652,0.06224552,0.9329591,0.1202097,0.03705802,0.9463177,0.1385579,0.01758249,0.9650223,0.1612,0.003851861,0.9767548,0.1794491,0.05274203,0.9915482,0.144105,0.02736025,1.007788,0.169723,0.01085929,1.008652,0.18894,-0.003059134,1.00824,0.2076802,0.07376605,0.9934064,0.153975,0.04828858,1.00671,0.1882935,0.03838427,0.9821293,0.1993856,0.03972287,0.9571697,0.1920052,0.09015705,0.9845188,0.1650515,0.07084002,1.001146,0.1967382,0.05716861,0.9780844,0.2037482,0.05646934,0.9559178,0.1913166,0.1047911,0.9705023,0.1754613,0.09214482,0.9875041,0.1994882,0.07742563,0.9732839,0.2049427,0.07150702,0.9551965,0.1922112,0.002420568,1.047427,0.3615318
1,1,0.107629,0.9122788,0.1066785,0.09067466,0.9529431,0.1301,0.06232367,0.9330018,0.1199989,0.03716779,0.9464493,0.1383257,0.01774152,0.9652639,0.1609187,0.004199341,0.9771081,0.1792364,0.05274542,0.9917164,0.1435542,0.02752771,1.007848,0.1694016,0.01112686,1.00845,0.1887136,-0.002693094,1.007793,0.2075195,0.07372034,0.9936073,0.1535215,0.0479445,1.005711,0.1880608,0.03883954,0.9803122,0.1979256,0.04133163,0.9559923,0.1888933,0.09004755,0.9847622,0.1647263,0.06960291,0.9989222,0.1968999,0.05714231,0.9746532,0.2017617,0.05835552,0.9537747,0.1873045,0.1046171,0.9707863,0.1752801,0.09005743,0.9853761,0.1998038,0.07621647,0.9696792,0.2030683,0.07287958,0.9526874,0.1880875,0.002420568,1.047427,0.3615318
1,1,0.1076965,0.9120663,0.1066942,0.09037606,0.9537431,0.12797,0.06218208,0.9338081,0.1174269,0.03666949,0.9483253,0.1343937,0.0169281,0.9682842,0.155695,0.003533848,0.9810944,0.1734633,0.05247474,0.9934359,0.1385045,0.0272568,1.009749,0.164238,0.01071067,1.00982,0.183435,-0.00325229,1.008656,0.2021103,0.07305563,0.9954199,0.1492457,0.04579428,1.004994,0.1834364,0.03772914,0.9785283,0.1911736,0.04207318,0.9553351,0.1801071,0.0887951,0.9867768,0.1614079,0.06519775,0.9955744,0.193336,0.05552197,0.969609,0.1935863,0.0609409,0.9520839,0.175983,0.1027339,0.9730052,0.1730285,0.0836704,0.9823875,0.1970034,0.07251465,0.9644637,0.1952982,0.07525997,0.9509941,0.1769867,0.002420568,1.047427,0.3615318
1,1,0.1079086,0.9117977,0.1069417,0.09048246,0.9536424,0.1277974,0.06234191,0.9336416,0.1172361,0.03685281,0.9480649,0.1343179,0.01714374,0.9679777,0.1556921,0.003970057,0.9807925,0.1736212,0.05253918,0.9934317,0.137804,0.027372,1.009297,0.1638646,0.01093681,1.008791,0.1831503,-0.002906047,1.007098,0.2018747,0.0730563,0.9954872,0.148653,0.04553587,1.003769,0.1829729,0.03813447,0.9768544,0.1897669,0.04325821,0.9543279,0.1777024,0.08871806,0.9869288,0.160974,0.06435102,0.9934223,0.1928763,0.05604826,0.9670325,0.1912861,0.06302463,0.951344,0.1725349,0.1025798,0.9732389,0.1727819,0.08217943,0.9802043,0.1964793,0.07249636,0.9617215,0.1928401,0.07759368,0.9504246,0.1735868,0.002420568,1.047427,0.3615318
1,1,0.1088785,0.9106457,0.1067071,0.09174597,0.9529814,0.1268013,0.06347661,0.9331859,0.1161971,0.03813796,0.9477319,0.1333981,0.01882797,0.967792,0.1549978,0.006144442,0.9807398,0.173183,0.05419285,0.9933664,0.1358466,0.02916293,1.00917,0.162076,0.01274593,1.008477,0.1813717,-0.00109116,1.006661,0.2000885,0.07461343,0.995317,0.1468954,0.04674675,1.003163,0.1810384,0.03807266,0.9769971,0.1891284,0.04145955,0.9530646,0.1793809,0.09003113,0.9867353,0.1595049,0.06529331,0.9934261,0.1910791,0.05633964,0.967217,0.1901846,0.06256725,0.9503327,0.172226,0.1035908,0.9730381,0.1716499,0.08304525,0.9808524,0.1949539,0.07262029,0.9626002,0.1923461,0.0764786,0.949574,0.1739149,0.002420568,1.047427,0.3615318
1,1,0.1097641,0.909587,0.1070094,0.09306122,0.9520841,0.1271245,0.06459504,0.9326088,0.1164541,0.03931777,0.9473855,0.1335487,0.02011049,0.9676074,0.1550889,0.00747519,0.9806551,0.1732359,0.05593508,0.9928648,0.136157,0.03109302,1.008575,0.1626205,0.01472729,1.007706,0.1819525,0.0009334758,1.005714,0.2006836,0.07635837,0.9945812,0.1472397,0.04844967,1.001904,0.1814642,0.0395059,0.9757978,0.1894507,0.04244289,0.9517123,0.1799369,0.0916622,0.9858186,0.159863,0.06676966,0.9919447,0.1914306,0.057702,0.9657859,0.1902547,0.06380924,0.9489537,0.1722059,0.1050533,0.9719614,0.1720138,0.08436397,0.9795495,0.1952653,0.07390312,0.9613516,0.1924314,0.07776627,0.9484332,0.1739254,0.002420568,1.047427,0.3615318
1,1,0.1109837,0.9082264,0.1072836,0.09487659,0.9509887,0.1273224,0.06613441,0.9318235,0.1168323,0.04101538,0.9469087,0.1338906,0.02203778,0.9673842,0.1553946,0.00956513,0.9806086,0.1735263,0.05828223,0.9922448,0.1363668,0.03368614,1.007757,0.1631746,0.01750574,1.006248,0.1826229,0.003908969,1.003589,0.2014151,0.07876951,0.993751,0.1473613,0.05103244,1.00097,0.181747,0.04196411,0.9748757,0.1896334,0.04465903,0.9507818,0.180069,0.09401748,0.984846,0.1599531,0.06917463,0.9906807,0.1916142,0.05995651,0.9645803,0.1903181,0.06586397,0.947758,0.1721935,0.1072895,0.9708684,0.1720963,0.0864879,0.9780895,0.1953645,0.07609582,0.9598991,0.1922445,0.08006704,0.9472365,0.1735849,0.002420568,1.047427,0.3615318
1,1,0.1124695,0.9076549,0.1043682,0.09736428,0.9512299,0.1234117,0.06820039,0.932643,0.1130457,0.04321189,0.9488458,0.1292496,0.02453005,0.9703549,0.1499896,0.01232452,0.9843581,0.1677141,0.06183171,0.9936336,0.1313095,0.03747261,1.009175,0.1583161,0.02139241,1.006634,0.1777396,0.007944822,1.002697,0.1964145,0.0822591,0.994805,0.1424551,0.0543893,1.002593,0.176609,0.04499339,0.9765407,0.184248,0.04767609,0.9525879,0.1743326,0.09715246,0.9857447,0.1553569,0.07193975,0.9916748,0.1867065,0.06247517,0.9656744,0.1851954,0.06848672,0.9488967,0.1670637,0.1099364,0.9716592,0.1678929,0.08846171,0.9783629,0.1907001,0.0783885,0.9601285,0.1868711,0.08317222,0.9480014,0.1680474,0.002420568,1.047427,0.3615318
1,1,0.1149207,0.9082711,0.0978899,0.100823,0.9525458,0.1160727,0.07126477,0.9345807,0.1057272,0.04630021,0.9524177,0.1201539,0.02787098,0.9754211,0.1394677,0.01580513,0.9905357,0.1563549,0.06637833,0.9960145,0.122932,0.0427953,1.011295,0.150763,0.02723831,1.005565,0.1699324,0.01465938,0.9971618,0.1877155,0.08672532,0.9968204,0.1342554,0.05898678,1.005313,0.1683478,0.04901838,0.9793736,0.1756358,0.05131792,0.9555423,0.165339,0.1012475,0.9875778,0.1474476,0.07595727,0.994307,0.1785727,0.0658314,0.9685538,0.1771154,0.07155485,0.9515482,0.1591034,0.1135286,0.973363,0.1603355,0.09195032,0.9808177,0.1828094,0.08150939,0.962773,0.1790681,0.08614336,0.9502496,0.1604676,0.002420568,1.047427,0.3615318
1,1,0.1168635,0.9045988,0.0899601,0.1056964,0.949702,0.1081429,0.07500596,0.9336376,0.09797001,0.05135898,0.9533136,0.1122246,0.03466209,0.9777087,0.1314054,0.02399724,0.9937569,0.1483741,0.07411614,0.9952789,0.1151028,0.05233403,1.011693,0.1437449,0.03683056,1.005652,0.1628618,0.02429644,0.9960002,0.1800327,0.09452935,0.9948051,0.1263256,0.06785259,1.005262,0.160718,0.05394074,0.9824638,0.1713028,0.05015487,0.9571726,0.166276,0.1085008,0.9846752,0.139461,0.08406983,0.9931039,0.1708574,0.07054725,0.9689321,0.1717253,0.072024,0.9493228,0.155611,0.1199184,0.9697251,0.1523108,0.09849254,0.9775876,0.1747913,0.08664766,0.9603332,0.1715341,0.08902651,0.9466083,0.1533613,0.002420568,1.047427,0.3615318
1,1,0.1171241,0.9029163,0.08533669,0.1087771,0.9485496,0.103709,0.07717902,0.9345564,0.09325838,0.05480122,0.955781,0.1073389,0.0396601,0.9812239,0.1264501,0.03008544,0.997919,0.1434445,0.0801625,0.9960345,0.1107373,0.05956154,1.012973,0.1399426,0.04372872,1.006779,0.1587381,0.03070807,0.9967245,0.1753049,0.10043,0.9941829,0.1220813,0.07428896,1.005635,0.1565681,0.05895416,0.9834977,0.166574,0.05350418,0.958582,0.1612115,0.1136333,0.9831016,0.1352429,0.08940232,0.992192,0.1666098,0.07433078,0.9689438,0.1671162,0.07425071,0.9492737,0.1510081,0.1239787,0.9673769,0.1480761,0.1023813,0.9754361,0.1703215,0.08962653,0.9589125,0.166728,0.09090047,0.9450384,0.1485572,0.002420568,1.047427,0.3615318
1,1,0.1178173,0.8998941,0.08310223,0.1107212,0.9457321,0.1014905,0.0787425,0.9325842,0.09110022,0.05688573,0.9543118,0.1052318,0.04240815,0.9800686,0.1244364,0.03343321,0.9969301,0.141593,0.08339234,0.9939603,0.1085744,0.06355506,1.010883,0.1383119,0.04769855,1.004286,0.1569495,0.03458971,0.9937249,0.1731267,0.1036251,0.99157,0.1198788,0.07795714,1.003382,0.1545987,0.06206849,0.9815338,0.1643729,0.05573655,0.9568264,0.1590152,0.1165544,0.9801409,0.1330152,0.09250277,0.9893247,0.1644926,0.0768304,0.9664744,0.1648488,0.07586399,0.9467628,0.1488204,0.1265027,0.9641461,0.1458282,0.1047851,0.9720806,0.1680017,0.09164661,0.9558661,0.1643839,0.09208624,0.9417815,0.1463361,0.002420568,1.047427,0.3615318
1,1,0.1219491,0.8984236,0.08107805,0.1185825,0.9448078,0.09915519,0.08553226,0.9339545,0.08949375,0.06552512,0.9572141,0.1039233,0.05337632,0.9839786,0.123363,0.04634079,1.001413,0.1408491,0.09499648,0.994966,0.1062865,0.07742848,1.013061,0.1367526,0.06152292,1.006757,0.1554499,0.04808231,0.9960737,0.1712704,0.115216,0.9911919,0.1172323,0.09128421,1.004725,0.1525593,0.07384425,0.9843557,0.1628695,0.06490541,0.9602764,0.1584496,0.1275274,0.9789541,0.1302328,0.1046641,0.9894967,0.1621666,0.08733414,0.9678842,0.1628442,0.08414236,0.9481402,0.1471481,0.1365263,0.9623789,0.1430101,0.1155776,0.9715382,0.1654496,0.101164,0.9563392,0.1623087,0.09958547,0.941908,0.1446018,0.002420568,1.047427,0.3615318
1,1,0.1226782,0.8973231,0.07917309,0.1222038,0.943975,0.09686446,0.08848314,0.934993,0.08760691,0.06993932,0.959402,0.1020932,0.05953065,0.9868921,0.1215296,0.05379017,1.004743,0.1390681,0.101659,0.9954853,0.1037645,0.08573058,1.014767,0.1344037,0.06962448,1.008937,0.1530828,0.05575128,0.9983323,0.1685801,0.1217295,0.9906269,0.1145558,0.09909603,1.00578,0.1500797,0.08049589,0.9866902,0.1608005,0.06985165,0.963229,0.1568608,0.1334315,0.9777994,0.1275506,0.1115768,0.9898394,0.1596608,0.09287601,0.9694237,0.1608291,0.08801189,0.9497237,0.1455116,0.1415712,0.960834,0.1403923,0.1212755,0.9711521,0.1629286,0.1058841,0.956865,0.160171,0.1029448,0.9423271,0.1427274,0.002420568,1.047427,0.3615318
1,1,0.1236028,0.892037,0.07510138,0.1286933,0.9386989,0.09202385,0.09413484,0.9336368,0.08288336,0.07843898,0.9602397,0.09686327,0.07135499,0.9889675,0.1160035,0.06799938,1.007461,0.1334949,0.1144219,0.9923919,0.09805727,0.1015298,1.014068,0.1285238,0.08458002,1.009089,0.1466956,0.06943434,0.9985903,0.1610303,0.1337837,0.9853608,0.1089463,0.1134023,1.003618,0.1443739,0.09262788,0.9869164,0.1550903,0.0792028,0.9649107,0.151248,0.1438916,0.9714488,0.1221614,0.1236811,0.9863443,0.1541505,0.1026262,0.968381,0.1555276,0.09512734,0.9492232,0.1405902,0.1499705,0.9538495,0.1352873,0.1309383,0.9666245,0.1576667,0.1138261,0.9543744,0.155273,0.1085467,0.9399934,0.1382556,0.002420568,1.047427,0.3615318
1,1,0.1233715,0.8900248,0.07476091,0.1303486,0.9367892,0.0906992,0.095561,0.932867,0.08187294,0.08092327,0.9603108,0.09536695,0.07510047,0.9896175,0.1140494,0.07279708,1.008436,0.1313634,0.1181713,0.991098,0.09572554,0.1066503,1.013977,0.1258597,0.08942877,1.009053,0.1437898,0.07393401,0.9981771,0.157454,0.1373256,0.9835535,0.1066375,0.1180277,1.003309,0.1418672,0.09670471,0.9874975,0.1528521,0.08252832,0.9659289,0.1492367,0.146987,0.9695343,0.1200714,0.1276737,0.9858913,0.1519003,0.1059712,0.9687526,0.1536765,0.09767793,0.9496341,0.1391129,0.1524816,0.9519833,0.1335158,0.1342297,0.96604,0.1557765,0.1166396,0.9544202,0.1537294,0.1106701,0.939917,0.1370468,0.002420568,1.047427,0.3615318
1,1,0.1238377,0.8861637,0.07387066,0.1327485,0.9330001,0.08858633,0.09779428,0.9302534,0.07997704,0.08410594,0.9585913,0.09259081,0.0795092,0.9885061,0.110641,0.07871226,1.007412,0.1279941,0.1227755,0.9878638,0.0922637,0.1132152,1.01245,0.1217322,0.09551076,1.007232,0.1391001,0.07958746,0.9951905,0.1512055,0.1416593,0.9798366,0.103302,0.1238705,1.001637,0.1381178,0.101964,0.9867227,0.149209,0.08708915,0.9656158,0.1456752,0.1508099,0.9657869,0.1170578,0.1329619,0.9842836,0.1485691,0.1104053,0.9683996,0.1511741,0.1008504,0.94929,0.137393,0.1556557,0.9483765,0.130928,0.1384819,0.9640492,0.1529665,0.1202146,0.953407,0.1516719,0.1129937,0.9387037,0.1356735,0.002420568,1.047427,0.3615318
1,1,0.1247727,0.8833434,0.07333374,0.1342086,0.9302439,0.08750796,0.09918123,0.9277392,0.0791254,0.08574927,0.9563155,0.09147453,0.08150963,0.9864238,0.1092882,0.08126394,1.005327,0.1266608,0.1247742,0.985235,0.09066772,0.1164807,1.010751,0.1197257,0.09872547,1.005646,0.1370754,0.08270904,0.9932817,0.1487236,0.1436446,0.9771444,0.1016822,0.1269469,1.000119,0.1362829,0.10489,0.9857839,0.1478291,0.08960934,0.9648982,0.1447401,0.1527411,0.9631525,0.1155324,0.1359992,0.9828505,0.1469231,0.1130963,0.9676281,0.150332,0.1027652,0.948457,0.1372123,0.1575022,0.9458424,0.1295567,0.1411303,0.9623754,0.1515765,0.1225247,0.9522689,0.1510143,0.1144126,0.9374071,0.1355996,0.002420568,1.047427,0.3615318
1,1,0.1256557,0.8797984,0.07196951,0.1356299,0.9268483,0.08525229,0.1005107,0.9245166,0.0772109,0.08737778,0.9534825,0.08895874,0.08360851,0.9839478,0.1062641,0.08447031,1.00272,0.1237593,0.1267122,0.9819685,0.08754206,0.1198053,1.008414,0.1161289,0.1017956,1.002387,0.1329112,0.0858896,0.9884737,0.1428361,0.1456041,0.9738982,0.09853506,0.1303355,0.998386,0.1327558,0.10832,0.9836552,0.1438761,0.09361127,0.9625221,0.1398392,0.154695,0.9600646,0.1125469,0.139897,0.9817966,0.1435695,0.1166502,0.9673947,0.1480479,0.105523,0.9480987,0.1357913,0.1594227,0.9429556,0.1268268,0.1450604,0.9614205,0.1487136,0.1259594,0.9523023,0.149508,0.1164702,0.9371622,0.1351895,0.002420568,1.047427,0.3615318
1,1,0.1252256,0.8793197,0.07167768,0.1350915,0.9264749,0.08466434,0.1000227,0.9240599,0.07642984,0.08674701,0.9531996,0.0875721,0.08290515,0.9838467,0.104537,0.08432677,1.00238,0.1222491,0.126127,0.9816051,0.08648443,0.1191986,1.008355,0.1147809,0.100769,1.000417,0.1302619,0.08551186,0.9842458,0.1373887,0.1449574,0.9736302,0.097651,0.1297413,0.9985989,0.131546,0.1081666,0.9818837,0.1405168,0.0960598,0.9600522,0.1330295,0.153972,0.9599086,0.1118217,0.1395719,0.982393,0.1424932,0.1164709,0.9675943,0.1463957,0.1062394,0.9481734,0.1335688,0.158624,0.9429109,0.1262584,0.1449689,0.9622168,0.1478705,0.1258225,0.953199,0.1487174,0.1166968,0.9378668,0.134367,0.002420568,1.047427,0.3615318
1,1,0.1249336,0.8787687,0.07132053,0.1348009,0.9260138,0.08397532,0.09977621,0.9235861,0.07555866,0.08645718,0.9529927,0.08592081,0.08265858,0.9838917,0.1024327,0.08477684,1.002146,0.1203628,0.1259153,0.9811712,0.08528948,0.1189824,1.008255,0.113266,0.1002976,0.9983398,0.1272264,0.08624433,0.9801123,0.1311436,0.1446681,0.973259,0.0966301,0.1295353,0.9987383,0.1301808,0.1087593,0.9799737,0.1366296,0.1002351,0.9581495,0.1252151,0.1535788,0.9596406,0.1109648,0.1396166,0.9828995,0.1412592,0.1167971,0.9674617,0.1442313,0.108125,0.9479867,0.1303782,0.1581201,0.9427552,0.1255679,0.145221,0.962921,0.1468568,0.1261943,0.9536228,0.1472416,0.1184368,0.9380843,0.1323199,0.002420568,1.047427,0.3615318
1,1,0.1247127,0.8755842,0.07048702,0.1346867,0.9230812,0.08207011,0.09986986,0.9207159,0.07281542,0.08685712,0.9510766,0.08045816,0.08343309,0.9829028,0.09519577,0.08766374,1.000159,0.11373,0.1262807,0.9783273,0.08161163,0.118201,1.005796,0.1088958,0.1003442,0.9894767,0.1164541,0.09504174,0.9682794,0.1082296,0.1446608,0.9705781,0.0936532,0.1293289,0.9976232,0.1258607,0.1097167,0.9769308,0.1294003,0.1070566,0.9564607,0.1134896,0.1530725,0.9572933,0.1085896,0.1402023,0.9828144,0.1375155,0.1178174,0.9665355,0.1388569,0.1131943,0.9471922,0.1230187,0.1570792,0.9407877,0.1237721,0.1461325,0.9630461,0.1440449,0.1269016,0.9541708,0.1442003,0.1208994,0.9382585,0.1288686,0.002420568,1.047427,0.3615318
1,1,0.1242612,0.8734489,0.06966496,0.1347269,0.9208622,0.08115649,0.09991685,0.9188613,0.0717907,0.08728098,0.9494805,0.07902336,0.08438531,0.9813933,0.09368658,0.08942127,0.998062,0.1125546,0.1269405,0.9761974,0.08052397,0.1187621,1.003592,0.1078539,0.1010263,0.9867891,0.114594,0.09670454,0.9658216,0.1052785,0.1451925,0.9682755,0.09264803,0.1304258,0.9959378,0.1245947,0.1105758,0.9754745,0.12814,0.1078558,0.9550319,0.1122041,0.1534052,0.9549375,0.1076479,0.1412847,0.9810895,0.1363325,0.1187167,0.9650615,0.1376266,0.1142633,0.9457749,0.1216712,0.1571765,0.9384288,0.1228867,0.146875,0.9610901,0.1430511,0.1274964,0.9525423,0.1432195,0.1213502,0.9366716,0.1279016,0.002420568,1.047427,0.3615318
1,1,0.1236599,0.8710175,0.06905985,0.1353981,0.9181803,0.08035088,0.1006674,0.9171543,0.07054329,0.08907313,0.9482467,0.07749653,0.08743583,0.980199,0.09226751,0.09342577,0.9962187,0.1114168,0.1292889,0.9737179,0.07922363,0.121264,1.001308,0.1064014,0.1034123,0.9841923,0.1119399,0.1004647,0.9637341,0.1010833,0.1471362,0.9653432,0.0916419,0.1332748,0.9941116,0.1230121,0.1129753,0.974022,0.126123,0.1106922,0.9538827,0.1097383,0.1547495,0.9518777,0.1068425,0.1433712,0.9788259,0.1350913,0.1204997,0.963199,0.1358514,0.1166335,0.9440913,0.1195316,0.1578252,0.9353779,0.1222467,0.1482294,0.958581,0.1421413,0.1286247,0.9505652,0.1419797,0.1225415,0.9348062,0.1265221,0.002420568,1.047427,0.3615318
