Round,Case,LocalTargetX,LocalTargetY,LocalTargetZ,HeadX,HeadY,HeadZ,TargetX,TargetY,TargetZ
1,1,0.03641293,1.246667,0.3691484,0.01025868,1.163542,-0.2851052,0.03641293,1.246667,0.3691484
1,2,0.1398809,1.07631,0.5377805,0.0533098,1.205675,-0.1131902,0.1398809,1.07631,0.5377805
1,3,0.1459772,1.071216,0.4752324,0.005761359,1.146748,-0.2381568,0.1459772,1.071216,0.4752324
1,4,0.1448733,0.9127492,0.3606228,0.007011395,1.133905,-0.2612314,0.1448733,0.9127492,0.3606228
1,5,0.1072282,0.9222767,0.31223,0.01811832,1.135283,-0.2826405,0.1072282,0.9222767,0.31223
1,6,-0.1443361,0.7339122,0.3371321,-0.01352021,1.128101,-0.2720232,-0.1443361,0.7339122,0.3371321
1,7,-0.1033742,1.337704,0.3483966,-0.04899798,1.186257,-0.2473078,-0.1033742,1.337704,0.3483966
1,8,-0.3866885,1.093652,0.5984236,-0.1168227,1.199746,-0.07529783,-0.3866885,1.093652,0.5984236
1,9,0.1279218,1.378484,0.3499875,-0.002484202,1.166474,-0.2794781,0.1279218,1.378484,0.3499875
1,10,0.1349168,0.8840746,0.5132954,0.007912822,1.136893,-0.1735229,0.1349168,0.8840746,0.5132954
1,11,0.1857278,1.099526,0.3352093,0.009312215,1.1377,-0.2768168,0.1857278,1.099526,0.3352093
1,12,0.3275904,1.141116,0.4916165,0.04712241,1.164628,-0.1776223,0.3275904,1.141116,0.4916165
1,13,-0.02291465,0.8432014,0.4107528,-0.001969337,1.121346,-0.2281308,-0.02291465,0.8432014,0.4107528
1,14,-0.06444529,1.341678,0.5447423,-0.05895256,1.205904,-0.1424899,-0.06444529,1.341678,0.5447423
1,15,0.07281917,1.232267,0.5960264,-0.02599816,1.192441,-0.1021829,0.07281917,1.232267,0.5960264
1,16,0.1942004,1.027853,0.4751238,0.001744263,1.14004,-0.2103906,0.1942004,1.027853,0.4751238
1,17,0.0459299,1.122086,0.5991198,-0.02266144,1.169388,-0.1128836,0.0459299,1.122086,0.5991198
1,18,0.1072282,0.9222767,0.31223,-0.01221925,1.128929,-0.2314982,0.1072282,0.9222767,0.31223
1,19,0.1014815,0.9975098,0.3487203,-0.01093676,1.131455,-0.2478776,0.1014815,0.9975098,0.3487203
1,20,0.2897213,0.820857,0.5554576,0.01296724,1.137367,-0.1385775,0.2897213,0.820857,0.5554576
1,21,-0.1194162,1.147517,0.5808204,-0.04735998,1.223309,-0.139379,-0.1194162,1.147517,0.5808204
1,22,0.01296627,1.079362,0.556659,-0.008330695,1.20204,-0.1681414,0.01296627,1.079362,0.556659
1,23,0.01158293,1.210703,0.5570961,-0.01435411,1.224742,-0.182055,0.01158293,1.210703,0.5570961
1,24,0.3173631,0.995112,0.4961039,0.03838054,1.204872,-0.193049,0.3173631,0.995112,0.4961039
1,25,-0.2565964,0.7853903,0.4259576,-0.03785963,1.177909,-0.1954026,-0.2565964,0.7853903,0.4259576
1,26,0.3061347,0.9771554,0.562849,0.05905897,1.201934,-0.09667778,0.3061347,0.9771554,0.562849
1,27,-0.01168216,1.021434,0.3408123,0.003817722,1.196881,-0.2129345,-0.01168216,1.021434,0.3408123
