Round,Case,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,TargetX,TargetY,TargetZ
1,1,0.09925764,0.8736672,0.1268007,0.09925764,0.8736672,0.1268007,0.08046195,0.8907878,0.1270363,0.06127652,0.9064963,0.1253616,0.03402648,0.9235994,0.130053,0.01066738,0.9380055,0.1497707,0.05723638,0.959059,0.1544756,0.03099272,0.9771741,0.1750083,0.01179416,0.9859639,0.1870424,0.06435266,0.9495983,0.173425,0.02236073,0.9484575,0.1822625,0.0197949,0.9277909,0.1642267,0.06521371,0.9331423,0.1861132,0.02644678,0.9296274,0.1884507,0.02490125,0.9120193,0.1686086,0.08162011,0.8860025,0.1630696,0.06422206,0.9133196,0.1952418,0.03369202,0.9129874,0.1918436,0.0290283,0.9012403,0.1759437,-0.005694568,0.9447647,0.1668824,-0.003952548,0.9948611,0.2002386,0.03870064,0.9207533,0.1494728,0.04503649,0.9066844,0.1559388,0.04550948,0.8951676,0.1627671,-0.1085629,1.310431,0.4447535
1,1,0.09924097,0.8745142,0.1272033,0.09924097,0.8745142,0.1272033,0.08033749,0.8915161,0.1274058,0.06106672,0.907113,0.1256689,0.03373954,0.9241073,0.1303066,0.01041449,0.9384366,0.1501203,0.05680043,0.9598281,0.1544757,0.03059081,0.9780096,0.1749931,0.01141186,0.9868121,0.1870493,0.06406274,0.9505454,0.1734577,0.02211939,0.9492153,0.1824971,0.01958176,0.9283993,0.16463,0.06508637,0.9341841,0.1862559,0.0263546,0.9304215,0.1887829,0.02485296,0.9126714,0.1690642,0.0816893,0.88699,0.1634658,0.06426278,0.9144198,0.1955265,0.03372541,0.913832,0.1922302,0.02912958,0.9019371,0.1764207,-0.005859196,0.945138,0.1673386,-0.004309192,0.9957488,0.2002493,0.03843839,0.9213365,0.1498252,0.04495693,0.9073729,0.1563297,0.04560607,0.8958955,0.1632239,-0.1085629,1.310431,0.4447535
1,1,0.09932343,0.8759431,0.1273314,0.09932343,0.8759431,0.1273314,0.08032615,0.8928409,0.1274449,0.06099307,0.9083463,0.1255853,0.03356824,0.9252257,0.1300635,0.01017291,0.9394011,0.1499051,0.05636679,0.9611124,0.154245,0.0301073,0.9794226,0.1745835,0.01089925,0.9882916,0.1865442,0.06364796,0.9519337,0.1732704,0.02169123,0.950421,0.1822185,0.01927889,0.929504,0.1644524,0.06474008,0.9356215,0.1861253,0.02602595,0.9316234,0.1885593,0.02467788,0.9137877,0.168907,0.0816417,0.8884434,0.1635222,0.06400976,0.9158841,0.195461,0.03349607,0.9150256,0.1920087,0.02911526,0.9030278,0.1762159,-0.006119065,0.9459904,0.1671492,-0.004844949,0.9973174,0.1996558,0.03817631,0.9224319,0.1497042,0.04481093,0.9085195,0.1562058,0.04565663,0.8970388,0.1630765,-0.1085629,1.310431,0.4447535
1,1,0.09941594,0.8765258,0.1271181,0.09941594,0.8765258,0.1271181,0.08040883,0.8934128,0.1271861,0.06107081,0.9089068,0.1252833,0.03361315,0.925751,0.1296922,0.01014546,0.9398623,0.1494939,0.0563175,0.9616377,0.1539865,0.03000276,0.9800249,0.1741836,0.01076847,0.9889547,0.1860567,0.06353745,0.9524397,0.1730258,0.0215442,0.9508954,0.1817955,0.01921064,0.9299778,0.1640194,0.06459397,0.9361122,0.1858644,0.02587326,0.9320775,0.1881272,0.02460362,0.9142447,0.168467,0.08160102,0.8889715,0.1632623,0.06384227,0.9163629,0.1951732,0.03335115,0.9154369,0.1915435,0.02908954,0.9034368,0.1757198,-0.006222919,0.9464195,0.1666779,-0.004997998,0.9980455,0.1990964,0.03817322,0.9229193,0.1493486,0.04477238,0.9089689,0.1558258,0.04567537,0.8974605,0.1626308,-0.1085629,1.310431,0.4447535
1,1,0.09943983,0.8768893,0.126722,0.09943983,0.8768893,0.126722,0.08044675,0.8937915,0.1268776,0.06112654,0.9093164,0.1250475,0.03368118,0.9261618,0.1295279,0.01023172,0.940133,0.1494503,0.05638988,0.9618714,0.1540748,0.0301585,0.9802961,0.174346,0.01098364,0.9892858,0.1862698,0.06358624,0.9525511,0.1730635,0.02157487,0.9509463,0.181735,0.01929495,0.9301301,0.1638334,0.06461839,0.9361445,0.1858028,0.0258951,0.9320685,0.1879443,0.02466422,0.914351,0.1681776,0.08160505,0.8891287,0.1629269,0.06384244,0.9163393,0.19499,0.03336184,0.9154122,0.1912732,0.02917127,0.9035013,0.1753634,-0.006126456,0.9465706,0.1666891,-0.004701138,0.9984347,0.1993673,0.03829259,0.9231614,0.149165,0.0448349,0.9091249,0.1555188,0.04577674,0.8976027,0.162264,-0.1085629,1.310431,0.4447535
1,1,0.09938806,0.8776613,0.1260338,0.09938806,0.8776613,0.1260338,0.08037974,0.8945447,0.1263173,0.06105381,0.9100744,0.1245909,0.03359602,0.9268715,0.1291751,0.01016808,0.940578,0.1493055,0.05624222,0.9623727,0.1540669,0.03016248,0.9808797,0.1744585,0.01111244,0.9899962,0.1864855,0.06343319,0.9528998,0.172982,0.02139685,0.9510806,0.1814885,0.01928072,0.9303983,0.1634125,0.06447083,0.9363879,0.185584,0.02575691,0.9321252,0.1875216,0.02464306,0.9145647,0.1676085,0.08151613,0.8895807,0.162327,0.06370597,0.9165056,0.1946042,0.03324484,0.9154915,0.1907529,0.02921064,0.9036914,0.1747206,-0.006166846,0.9467989,0.1666457,-0.00439322,0.9992847,0.1996975,0.03836062,0.9236144,0.1487643,0.04482101,0.9094476,0.1549168,0.04586239,0.897946,0.1616119,-0.1085629,1.310431,0.4447535
1,1,0.09930745,0.8782298,0.1255904,0.09930745,0.8782298,0.1255904,0.08026746,0.8950762,0.1259427,0.06092023,0.9105847,0.1242657,0.03343956,0.927331,0.1288989,0.01003775,0.9408327,0.1491974,0.05600078,0.9627426,0.1539728,0.03007813,0.9813876,0.1744388,0.01116858,0.9906721,0.1865588,0.06320816,0.9532045,0.1728489,0.02115366,0.9511438,0.1812093,0.01924084,0.930524,0.1630394,0.06427589,0.9366421,0.185382,0.02557976,0.9321483,0.1871448,0.02459958,0.9146655,0.1671564,0.08141062,0.8899643,0.1619315,0.0635477,0.916721,0.1943193,0.03310475,0.9155777,0.1903619,0.02923106,0.9038212,0.1742581,-0.006262898,0.9468904,0.1666273,-0.004131809,1.000153,0.1998727,0.03841256,0.9239004,0.1484378,0.04478375,0.9096313,0.1544415,0.04593347,0.8981993,0.1611603,-0.1085629,1.310431,0.4447535
1,1,0.09911355,0.8786014,0.1252063,0.09911355,0.8786014,0.1252063,0.08014309,0.8955257,0.1255778,0.06087978,0.9111369,0.1238875,0.0334925,0.9280443,0.1284881,0.01013003,0.9415876,0.1488043,0.05609128,0.9631851,0.1538092,0.03020219,0.9818845,0.174268,0.01129358,0.9912044,0.1863623,0.06321359,0.9535449,0.1726657,0.02113209,0.9516454,0.1809279,0.01913398,0.9310973,0.1626862,0.06418227,0.9369304,0.1851378,0.0254642,0.9325864,0.1867913,0.02446067,0.9151898,0.166729,0.08117864,0.8902715,0.1615494,0.06334968,0.9169785,0.1939968,0.03290792,0.9159997,0.1899865,0.02902369,0.9043217,0.1738283,-0.006112956,0.9476063,0.1663014,-0.004024573,1.000689,0.1996537,0.03829214,0.924422,0.1480903,0.04466069,0.9101335,0.1540481,0.04572096,0.8986696,0.1607369,-0.1085629,1.310431,0.4447535
1,1,0.09904554,0.8786191,0.1250471,0.09904554,0.8786191,0.1250471,0.08013493,0.8956096,0.125443,0.06091398,0.9112773,0.1237932,0.03358899,0.9282675,0.1284587,0.01033116,0.9419059,0.1488311,0.05639476,0.963397,0.1536312,0.03069426,0.9823101,0.1741314,0.0118715,0.9917592,0.1862592,0.063535,0.9537622,0.1724836,0.02147278,0.9520847,0.1808908,0.01932499,0.9314964,0.1627115,0.06448011,0.9371644,0.1849797,0.02574888,0.9329988,0.1867774,0.02461602,0.9155647,0.1667546,0.08125034,0.8904093,0.1614201,0.06360255,0.9172297,0.193873,0.03314197,0.9163756,0.1899787,0.02916898,0.9046909,0.173847,-0.005730078,0.9478977,0.1665044,-0.003364533,1.00135,0.1995682,0.03841016,0.9246994,0.1480762,0.04475329,0.9103951,0.1540197,0.04580005,0.8989567,0.1607072,-0.1085629,1.310431,0.4447535
1,1,0.09897173,0.8786503,0.1249013,0.09897173,0.8786503,0.1249013,0.08011324,0.8956981,0.1253221,0.0609277,0.9114133,0.123713,0.03365614,0.9284714,0.1284426,0.01049425,0.9421896,0.1488708,0.05665033,0.963597,0.153474,0.03113618,0.9827154,0.1740164,0.01239476,0.9922842,0.1861763,0.06381103,0.953968,0.1723216,0.0217708,0.9525058,0.1808776,0.01947715,0.9318779,0.1627611,0.06473912,0.9373855,0.1848392,0.02599785,0.9333761,0.1867709,0.02475171,0.9159067,0.1667855,0.08130732,0.8905463,0.1613036,0.06382512,0.9174663,0.1937637,0.03334751,0.9167228,0.1899816,0.02929509,0.9050326,0.1738736,-0.005369313,0.948125,0.1667406,-0.002763622,1.001975,0.1995021,0.03848969,0.9249644,0.148086,0.0448318,0.9106373,0.1540014,0.04586511,0.899228,0.1606877,-0.1085629,1.310431,0.4447535
1,1,0.09889918,0.878749,0.1246894,0.09889918,0.878749,0.1246894,0.08015841,0.8959273,0.125061,0.06107379,0.9117613,0.1234168,0.03388857,0.9289659,0.128113,0.01082076,0.9428993,0.1485019,0.05721211,0.9641218,0.1529225,0.03199925,0.9837222,0.1733826,0.01339456,0.993595,0.1855094,0.06434178,0.9545363,0.1718041,0.02232861,0.9535919,0.1805634,0.01972903,0.932864,0.162603,0.06517974,0.9380092,0.1844011,0.02641193,0.9343497,0.1864885,0.02496291,0.9167836,0.1666019,0.08138393,0.8909433,0.1610651,0.06414622,0.9181406,0.1934246,0.03364576,0.9176514,0.1897882,0.02947352,0.905932,0.173732,-0.004809402,0.9488398,0.1665745,-0.00164146,1.003545,0.1987824,0.03859268,0.9256359,0.1478873,0.04494937,0.9112661,0.1537757,0.04593264,0.8999389,0.1604916,-0.1085629,1.310431,0.4447535
1,1,0.09889761,0.8788041,0.1246212,0.09889761,0.8788041,0.1246212,0.08021157,0.896043,0.1249335,0.0611852,0.9119399,0.1232218,0.0340188,0.9291987,0.1278269,0.0109353,0.943237,0.148126,0.05746572,0.9643871,0.1525923,0.03235187,0.9842305,0.1729396,0.01379977,0.9942704,0.1850096,0.06455285,0.954831,0.1715047,0.02254616,0.9541472,0.1803192,0.01979822,0.9333727,0.1624349,0.06533009,0.9383361,0.1841477,0.02654853,0.9348363,0.1862539,0.02501859,0.9172233,0.1664149,0.08139852,0.8911545,0.1609519,0.06422743,0.9184959,0.1932254,0.03372119,0.9181298,0.1896231,0.02951707,0.9063957,0.173586,-0.004679352,0.9492261,0.1661959,-0.00119359,1.004365,0.1982214,0.03858545,0.9259691,0.1477087,0.04497039,0.9115816,0.1535887,0.04592724,0.9003054,0.1603292,-0.1085629,1.310431,0.4447535
1,1,0.09890269,0.8787645,0.1246146,0.09890269,0.8787645,0.1246146,0.08021049,0.8959975,0.1248788,0.0611625,0.9118668,0.1231524,0.03399926,0.9291316,0.1277542,0.01093432,0.9432072,0.1480484,0.05742492,0.9643933,0.1523766,0.03230521,0.9843239,0.1726312,0.0137225,0.9943875,0.1846343,0.06450443,0.9548806,0.1713137,0.02249494,0.9542358,0.1801179,0.01976749,0.9334121,0.1622878,0.06528007,0.9384134,0.1839928,0.02649803,0.9349154,0.186093,0.025003,0.9172588,0.1662901,0.0813783,0.8911874,0.1609084,0.06417904,0.9185925,0.1931127,0.0336732,0.9182168,0.189508,0.02948904,0.9064515,0.1734886,-0.004678905,0.9492438,0.1661038,-0.001301929,1.004515,0.1977859,0.03856829,0.9259728,0.1475969,0.04497305,0.9116046,0.153498,0.04591757,0.9003506,0.1602594,-0.1085629,1.310431,0.4447535
1,1,0.09890245,0.8787187,0.124608,0.09890245,0.8787187,0.124608,0.08019932,0.8959408,0.1248033,0.061088,0.9117375,0.1231104,0.0339418,0.9290068,0.1277948,0.01096423,0.9431273,0.1481569,0.05735461,0.9644143,0.1520577,0.03223025,0.9844908,0.1721619,0.01357266,0.9945632,0.1840407,0.06442885,0.9549696,0.1710309,0.02241499,0.9543781,0.1798178,0.01975802,0.9334728,0.1620727,0.0652073,0.9385456,0.1837657,0.02642545,0.9350439,0.1858631,0.0250168,0.9173198,0.1661143,0.08134878,0.8912525,0.1608495,0.06411327,0.9187547,0.1929514,0.03360769,0.9183565,0.189347,0.02945818,0.9065418,0.173355,-0.00459972,0.9492313,0.1662321,-0.001524024,1.004722,0.1970844,0.03860261,0.9260012,0.1474545,0.04503169,0.9116692,0.1533908,0.04592514,0.900436,0.160176,-0.1085629,1.310431,0.4447535
1,1,0.09891222,0.8786808,0.1246318,0.09891222,0.8786808,0.1246318,0.08021391,0.8959082,0.1248156,0.06109264,0.9116946,0.1231391,0.03396056,0.9289781,0.1278531,0.01100399,0.943121,0.1482233,0.0573763,0.9643928,0.1520481,0.03222087,0.9844868,0.1720959,0.01352542,0.9945461,0.1839263,0.06443914,0.9549493,0.1710261,0.02241226,0.9543509,0.1797501,0.01980706,0.9334274,0.1620188,0.06520706,0.9385272,0.183764,0.02642293,0.9350272,0.1858216,0.02504229,0.9172874,0.1660849,0.08134553,0.8912256,0.1608632,0.06410319,0.9187381,0.1929526,0.03360074,0.9183438,0.1893211,0.02945482,0.9065188,0.1733358,-0.004576899,0.949269,0.166269,-0.0016063,1.004702,0.1969315,0.03869155,0.9259658,0.147447,0.04507325,0.911629,0.1533902,0.04592812,0.9003963,0.1601725,-0.1085629,1.310431,0.4447535
1,1,0.09894712,0.8785263,0.124739,0.09894712,0.8785263,0.124739,0.08025467,0.8957604,0.1249029,0.06110948,0.9115215,0.1232625,0.03400825,0.9288353,0.1280422,0.01109797,0.9430341,0.1484256,0.05742478,0.9642669,0.1520865,0.03220743,0.9843884,0.1720287,0.01343864,0.9944167,0.1837688,0.06447321,0.9548309,0.1710735,0.022421,0.9542028,0.1796724,0.01992888,0.933235,0.1619773,0.06522799,0.9384151,0.1838204,0.02644072,0.9349033,0.1857973,0.02511974,0.9171203,0.1660954,0.08136351,0.891096,0.1609536,0.06411186,0.9186312,0.1930186,0.03361579,0.9182344,0.1893343,0.02947478,0.9063783,0.1733707,-0.004552528,0.9493141,0.1663653,-0.001756519,1.004568,0.1967041,0.03890092,0.9258035,0.1475043,0.04518346,0.9114443,0.1534604,0.04595985,0.9002168,0.1602404,-0.1085629,1.310431,0.4447535
1,1,0.09897891,0.8784034,0.124872,0.09897891,0.8784034,0.124872,0.08033036,0.8956854,0.1249791,0.06123053,0.9114952,0.1232795,0.03420605,0.9289473,0.1279905,0.01131966,0.9432923,0.1482982,0.05761862,0.9642776,0.1520454,0.0324242,0.9845068,0.1719074,0.01361693,0.9945572,0.1835668,0.0646028,0.9548427,0.1710568,0.02253862,0.9543954,0.1796084,0.01998683,0.9334083,0.1619446,0.06528864,0.9384379,0.1838218,0.02648625,0.9350748,0.18576,0.02515099,0.917271,0.1660779,0.08135118,0.8910546,0.1610367,0.06410246,0.9186662,0.1930375,0.03360726,0.9183807,0.1893357,0.02944503,0.9065305,0.1733732,-0.004369415,0.9497031,0.1661578,-0.001633398,1.004718,0.1964291,0.03894532,0.9258766,0.1475057,0.04521836,0.9115146,0.1534851,0.04591285,0.9003009,0.1602533,-0.1085629,1.310431,0.4447535
1,1,0.09905112,0.8781011,0.1252231,0.09905112,0.8781011,0.1252231,0.08048582,0.8954728,0.1252185,0.06147527,0.9113765,0.1233981,0.03461517,0.9291167,0.1279709,0.01178757,0.943769,0.1481248,0.05799849,0.9642332,0.1520444,0.03286347,0.9846795,0.1717587,0.01397606,0.9947621,0.1832597,0.06486204,0.9548069,0.1711039,0.02278989,0.9547759,0.1796279,0.02005936,0.9337488,0.1620385,0.06541841,0.9384272,0.1839074,0.02658749,0.9353991,0.1858264,0.02518801,0.9175515,0.1661884,0.08134205,0.8909169,0.1612899,0.06410056,0.918682,0.1931616,0.03360248,0.9186413,0.1894728,0.02937225,0.9068087,0.1735152,-0.003968246,0.9504509,0.1658255,-0.00139986,1.004923,0.1959721,0.03895226,0.925984,0.1476371,0.04524129,0.9116175,0.1536558,0.04577772,0.9004336,0.1603871,-0.1085629,1.310431,0.4447535
1,1,0.09902766,0.8779979,0.1253277,0.09902766,0.8779979,0.1253277,0.08046681,0.8953743,0.1252826,0.0614568,0.9112755,0.1234348,0.03457458,0.9289933,0.1279642,0.01167772,0.9436446,0.1480402,0.05792321,0.9641243,0.1520878,0.03273849,0.9845572,0.1717527,0.01375528,0.9945547,0.1831699,0.06473205,0.9546849,0.1711604,0.02264183,0.9547104,0.1795947,0.01993629,0.9336852,0.1619992,0.06524916,0.9382974,0.1839556,0.02640995,0.9353389,0.1858144,0.02504567,0.9174955,0.1661702,0.08122288,0.8907966,0.1613535,0.06390097,0.9185469,0.1931943,0.03340703,0.9185572,0.1894713,0.02919002,0.9067457,0.1734945,-0.004212029,0.9503967,0.1655939,-0.00174097,1.004624,0.1958084,0.03884401,0.9258847,0.1476366,0.04511742,0.9115365,0.1536791,0.04560875,0.9003649,0.1603858,-0.1085629,1.310431,0.4447535
1,1,0.09900129,0.8779022,0.1254298,0.09900129,0.8779022,0.1254298,0.0804458,0.8952841,0.1253475,0.06143527,0.9111822,0.1234779,0.03453112,0.9288755,0.1279725,0.01157093,0.9435307,0.1479732,0.05785947,0.9640306,0.1521257,0.03263289,0.9844534,0.1717473,0.01355655,0.9943649,0.1830841,0.06462041,0.9545819,0.1712107,0.02251546,0.9546675,0.1795707,0.01982901,0.9336405,0.1619746,0.0651024,0.9381894,0.1840008,0.02625553,0.935306,0.1858175,0.02491698,0.9174622,0.1661719,0.08111528,0.8906925,0.1614183,0.06372647,0.9184358,0.1932288,0.03323516,0.9184988,0.1894848,0.02902415,0.9067057,0.1734928,-0.004453279,0.9503638,0.1653727,-0.002058603,1.004341,0.1956501,0.03874314,0.9257966,0.1476441,0.04500055,0.9114724,0.1537146,0.04545107,0.9003159,0.1603988,-0.1085629,1.310431,0.4447535
1,1,0.0989508,0.8777008,0.1257192,0.0989508,0.8777008,0.1257192,0.08036558,0.8950511,0.1257754,0.06130102,0.910904,0.1240808,0.03437893,0.9285138,0.1287911,0.01139876,0.9430266,0.1488724,0.05765074,0.9635311,0.1531217,0.03234322,0.9836984,0.1729028,0.0131369,0.9933423,0.1842508,0.06442021,0.9539337,0.1721294,0.0223189,0.9539385,0.1805082,0.01964551,0.9330467,0.1627497,0.06492515,0.937435,0.1847813,0.02607904,0.9345496,0.186611,0.02479365,0.9168504,0.1668315,0.08102846,0.8901572,0.1618066,0.06357937,0.9176022,0.1938422,0.03308409,0.917692,0.1901312,0.02883944,0.9060286,0.1740533,-0.004842184,0.9499311,0.1660412,-0.002652854,1.00303,0.1968243,0.03854948,0.9253103,0.1483475,0.04489819,0.9109821,0.1543501,0.04524249,0.8997372,0.1608818,-0.1085629,1.310431,0.4447535
1,1,0.09892068,0.8776025,0.1258706,0.09892068,0.8776025,0.1258706,0.08032343,0.8949396,0.1259862,0.06123278,0.9107696,0.124373,0.03430692,0.9283459,0.1291857,0.0113209,0.9428036,0.1493001,0.05755211,0.9633,0.1535837,0.03219631,0.983343,0.173429,0.01292487,0.9928593,0.1847744,0.06432194,0.9536355,0.1725571,0.02222108,0.9536059,0.1809381,0.01955386,0.9327762,0.163106,0.06483413,0.9370894,0.1851467,0.0259878,0.9342061,0.1869749,0.02473322,0.9165707,0.1671365,0.08097778,0.88991,0.1619988,0.06349909,0.9172215,0.1941321,0.03300295,0.917325,0.1904287,0.02874208,0.9057182,0.1743141,-0.005027585,0.9497596,0.1663456,-0.002953053,1.002408,0.1973434,0.03845486,0.9250877,0.1486742,0.04485239,0.9107581,0.1546527,0.04513502,0.8994666,0.1611112,-0.1085629,1.310431,0.4447535
1,1,0.09855781,0.8775935,0.1265901,0.09855781,0.8775935,0.1265901,0.07993703,0.8949037,0.126855,0.06079622,0.910691,0.1254283,0.03387888,0.9282128,0.1304812,0.01093126,0.9425516,0.1507241,0.05710387,0.9630268,0.1549831,0.03177878,0.9829054,0.175032,0.01250787,0.992304,0.186476,0.06390859,0.9532315,0.1738769,0.02182783,0.9531469,0.182358,0.01910369,0.9324442,0.1643871,0.06445777,0.9365935,0.1863432,0.02561598,0.9336804,0.1882198,0.02436527,0.9161817,0.1682605,0.08063942,0.8896088,0.1628287,0.06316017,0.9166579,0.1951829,0.03265823,0.9167622,0.1915275,0.02837972,0.9052671,0.1753378,-0.005479701,0.9494978,0.1677135,-0.00338579,1.001713,0.1991298,0.0379521,0.9248358,0.1498445,0.04448188,0.9104824,0.1557204,0.04476102,0.8991254,0.1620689,-0.1085629,1.310431,0.4447535
1,1,0.09815657,0.8777055,0.1272711,0.09815657,0.8777055,0.1272711,0.0795248,0.8950024,0.1276191,0.06036193,0.9107713,0.1262888,0.03345603,0.928274,0.1314674,0.01054731,0.9425502,0.1517984,0.05668094,0.9630115,0.1560131,0.03146794,0.9828868,0.176206,0.01227568,0.9923176,0.1877552,0.06351476,0.9531546,0.1748643,0.02145214,0.953054,0.1834346,0.01866454,0.9324142,0.1654011,0.06408982,0.9364734,0.1872715,0.02525235,0.9335288,0.1891883,0.02397769,0.9161018,0.1691679,0.0802739,0.889582,0.1635731,0.06281587,0.916506,0.1960429,0.03230989,0.9165974,0.1924209,0.02804105,0.9051567,0.1761901,-0.005829081,0.9494404,0.1688439,-0.003531083,1.001747,0.2005022,0.03746393,0.9248329,0.1507812,0.04407907,0.9104584,0.1565782,0.04442928,0.8990895,0.1628956,-0.1085629,1.310431,0.4447535
1,1,0.09522103,0.8813066,0.1324813,0.09522103,0.8813066,0.1324813,0.0766834,0.8987048,0.1328077,0.05755759,0.9145242,0.1315454,0.03084603,0.9322815,0.1368616,0.008152202,0.9468455,0.1572294,0.05421793,0.9668819,0.1611005,0.02931233,0.9870739,0.1813606,0.01035713,0.9968335,0.1930276,0.06100448,0.9570181,0.1799652,0.01894584,0.9571747,0.1885542,0.01601814,0.9365163,0.1705642,0.06149323,0.9403539,0.1923988,0.02264192,0.9375834,0.1942945,0.02128574,0.9201316,0.174301,0.07741504,0.8933377,0.1687701,0.06011398,0.9204078,0.2012024,0.02960701,0.9206523,0.197596,0.02528445,0.9092199,0.1813736,-0.008070745,0.9539225,0.174345,-0.005194157,1.006552,0.2058713,0.0347907,0.9288309,0.1559643,0.04136873,0.9143795,0.1617313,0.04165374,0.9030718,0.168093,-0.1085629,1.310431,0.4447535
1,1,0.0937909,0.8830764,0.1350054,0.0937909,0.8830764,0.1350054,0.07528919,0.9005128,0.1353279,0.05616889,0.9163424,0.1341114,0.02955317,0.9342174,0.1395132,0.00696902,0.9489109,0.15991,0.05296654,0.9687448,0.1636015,0.02820899,0.9890732,0.1839066,0.009395562,0.9990096,0.1956535,0.05973428,0.9588728,0.1824687,0.01767626,0.9591215,0.1910585,0.01469849,0.9384605,0.1730798,0.0601897,0.9422114,0.1949074,0.02133349,0.9394971,0.1967836,0.01995277,0.9220422,0.1767945,0.07601269,0.8951553,0.1712919,0.05877008,0.9222709,0.2037173,0.02826297,0.9225728,0.2001163,0.0239218,0.9111512,0.1838912,-0.009176515,0.9560717,0.1770638,-0.006003007,1.008883,0.2085634,0.03347485,0.9307551,0.1584953,0.04003388,0.9162582,0.1642364,0.04028687,0.9049818,0.1706153,-0.1085629,1.310431,0.4447535
1,1,0.09253746,0.8846365,0.1372092,0.09253746,0.8846365,0.1372092,0.07406823,0.9021073,0.1375306,0.05494905,0.9179421,0.1363649,0.02843,0.9359322,0.1418592,0.005957633,0.9507508,0.1622889,0.05187391,0.9703839,0.1657975,0.02726166,0.9908395,0.1861515,0.008601777,1.000959,0.197987,0.0586242,0.9605015,0.1846655,0.01656612,0.96083,0.1932524,0.01354551,0.940169,0.1752808,0.05904922,0.9438407,0.1971061,0.02018882,0.9411681,0.1989549,0.01879285,0.9237138,0.1789663,0.0747835,0.8967525,0.1734951,0.05759295,0.9239039,0.2059183,0.02708583,0.924257,0.2023221,0.02272847,0.9128494,0.1860915,-0.01010966,0.9579928,0.1794821,-0.006631359,1.010991,0.2109704,0.03233455,0.9324581,0.1607155,0.0388767,0.9179082,0.1664225,0.03909099,0.9066657,0.1728191,-0.1085629,1.310431,0.4447535
1,1,0.08323676,0.901578,0.1504029,0.08323676,0.901578,0.1504029,0.06508484,0.9193777,0.1500491,0.04631319,0.935556,0.1481697,0.02028751,0.9544831,0.1528083,-0.002037562,0.9704794,0.1724979,0.04372021,0.9886692,0.1764222,0.01966535,1.010177,0.196354,0.001265921,1.021023,0.2079509,0.0500122,0.9791037,0.1956092,0.007843457,0.9803544,0.2035438,0.004694998,0.9593508,0.1859963,0.04995208,0.9627278,0.2084294,0.01102733,0.9607453,0.2097045,0.009607352,0.9428585,0.1901038,0.06517451,0.9148377,0.1861326,0.04800501,0.9430275,0.2176684,0.01755875,0.9438217,0.2136514,0.01320413,0.9321918,0.1975787,-0.0179795,0.9784499,0.1894842,-0.01385752,1.031582,0.220641,0.02356283,0.9509979,0.1718943,0.02976418,0.936406,0.1780009,0.02960134,0.9254692,0.1846146,-0.1085629,1.310431,0.4447535
1,1,0.07615899,0.9189974,0.1651874,0.07615899,0.9189974,0.1651874,0.05805253,0.9368258,0.1643214,0.03935722,0.9530234,0.1619201,0.01347798,0.9722922,0.1659286,-0.00887841,0.9889281,0.1850444,0.03663449,1.006686,0.1891021,0.01270577,1.028814,0.2084995,-0.005662918,1.040031,0.2197878,0.0427457,0.9974996,0.2085311,0.000501037,0.9989264,0.2160196,-0.002609104,0.97757,0.1988962,0.04254144,0.9813882,0.2216808,0.003603563,0.9794748,0.2226154,0.002273455,0.9611734,0.2033947,0.05783428,0.9330209,0.2004892,0.04047199,0.9618843,0.231302,0.01005486,0.9626899,0.2270723,0.005768828,0.9507772,0.2111893,-0.02486511,0.9973741,0.2017566,-0.02083068,1.050903,0.2321578,0.01631223,0.9688362,0.1850999,0.02249549,0.9543916,0.1915841,0.0222033,0.9437528,0.1984341,-0.1085629,1.310431,0.4447535
1,1,0.06829541,0.9374878,0.180985,0.06829541,0.9374878,0.180985,0.05028103,0.9553519,0.1793104,0.03175763,0.9715934,0.1760332,0.006213915,0.9914933,0.1789658,-0.01614065,1.009235,0.197062,0.02884811,1.026053,0.2015643,0.005226843,1.049223,0.2201024,-0.01306193,1.061052,0.2308848,0.0346623,1.017467,0.2213558,-0.007713206,1.019056,0.228028,-0.01082892,0.9971591,0.2116025,0.03421362,1.001785,0.2350085,-0.00473801,0.9999553,0.2353472,-0.005984761,0.9809976,0.2167677,0.04956983,0.9527049,0.215575,0.03193136,0.9826068,0.2452183,0.001558319,0.9834831,0.2406959,-0.002667166,0.9711555,0.2251163,-0.03218863,1.018506,0.2132708,-0.02830272,1.072407,0.2427189,0.008132696,0.9877802,0.1982935,0.01430605,0.9736468,0.2054248,0.01376269,0.963627,0.2126459,-0.1085629,1.310431,0.4447535
