Round,Case,LocalTargetX,LocalTargetY,LocalTargetZ,HeadX,HeadY,HeadZ,TargetX,TargetY,TargetZ
1,1,-0.4688166,0.9792372,0.538478,-0.1544798,1.216247,0.04743464,-0.4688166,0.9792372,0.538478
1,2,0.1331194,0.5735882,0.3896773,0.0224472,1.158954,0.04633935,0.1331194,0.5735882,0.3896773
1,3,0.4534375,1.452992,0.4828336,0.05857368,1.262491,0.01243145,0.4534375,1.452992,0.4828336
1,4,0.2715729,0.743047,0.3018998,0.08493643,1.170557,0.01806258,0.2715729,0.743047,0.3018998
1,5,-0.1423427,0.7411712,0.4109872,-0.03474249,1.185543,0.01808909,-0.1423427,0.7411712,0.4109872
1,6,-0.01334347,1.429222,0.3062028,-0.006907325,1.249898,-0.02978587,-0.01334347,1.429222,0.3062028
1,7,0.4141543,0.6086491,0.5485787,0.1065147,1.163716,0.1257903,0.4141543,0.6086491,0.5485787
1,8,-0.3727539,0.6053945,0.5457958,-0.179305,1.147411,0.1611775,-0.3727539,0.6053945,0.5457958
1,9,0.1620314,1.211355,0.5017146,0.008868642,1.221684,-0.01477231,0.1620314,1.211355,0.5017146
1,10,0.0315717,0.9763829,0.4180083,-0.01029317,1.200999,-0.00576005,0.0315717,0.9763829,0.4180083
1,11,0.3705019,1.344222,0.3234955,0.03481476,1.237747,-0.05416561,0.3705019,1.344222,0.3234955
1,12,0.101789,0.7902462,0.3977838,-5.036592E-06,1.188505,-0.0074278,0.101789,0.7902462,0.3977838
1,13,0.1424492,1.337091,0.4243696,0.001934629,1.239352,-0.03173143,0.1424492,1.337091,0.4243696
1,14,-0.2691485,0.9963129,0.5094703,-0.08270143,1.215886,0.00539494,-0.2691485,0.9963129,0.5094703
1,15,-0.4648349,0.640978,0.4206759,-0.2295324,1.149281,0.08113506,-0.4648349,0.640978,0.4206759
1,16,0.3885232,0.7940673,0.4838127,0.08610745,1.185207,0.03071786,0.3885232,0.7940673,0.4838127
1,17,0.1125941,0.5966872,0.5963651,0.01010361,1.16874,0.1265358,0.1125941,0.5966872,0.5963651
1,18,-0.4349676,0.9308947,0.3003511,-0.1490526,1.202163,-0.03951132,-0.4349676,0.9308947,0.3003511
1,19,0.04552148,0.9322819,0.5411667,-0.01538166,1.208776,0.01090897,0.04552148,0.9322819,0.5411667
1,20,0.4084812,1.216443,0.4114025,0.05160447,1.220796,-0.01934141,0.4084812,1.216443,0.4114025
1,21,0.03891023,1.077013,0.5197752,-0.01089361,1.216384,-0.008914431,0.03891023,1.077013,0.5197752
1,22,-0.3735347,1.403263,0.3177707,-0.1342227,1.241915,-0.06827632,-0.3735347,1.403263,0.3177707
1,23,-0.1040146,1.28842,0.5384457,-0.04158034,1.232751,-0.003858205,-0.1040146,1.28842,0.5384457
1,24,-0.1014317,0.818198,0.4858056,-0.03520748,1.193576,0.01402166,-0.1014317,0.818198,0.4858056
1,25,0.3764691,0.7356576,0.4810994,0.08636087,1.183496,0.006768079,0.3764691,0.7356576,0.4810994
1,26,-0.3979574,0.9056227,0.5714929,-0.1248155,1.215163,0.05185307,-0.3979574,0.9056227,0.5714929
1,27,0.3108363,1.116111,0.5414596,0.0493378,1.214786,0.00689796,0.3108363,1.116111,0.5414596
1,28,0.1019027,0.9477556,0.5896429,0.004580662,1.206481,0.02609393,0.1019027,0.9477556,0.5896429
1,29,-0.3827352,1.024655,0.5921781,-0.1134203,1.237176,0.009766849,-0.3827352,1.024655,0.5921781
1,30,-0.2394626,0.5192007,0.461091,-0.1439747,1.14239,0.1219524,-0.2394626,0.5192007,0.461091
1,31,0.2038404,0.5242185,0.4491025,0.05395766,1.149269,0.0795556,0.2038404,0.5242185,0.4491025
1,32,0.4977023,0.8304403,0.5482593,0.1115565,1.194039,0.05715819,0.4977023,0.8304403,0.5482593
1,33,-0.2049933,0.9817487,0.3870268,-0.04972888,1.204968,0.000289524,-0.2049933,0.9817487,0.3870268
1,34,0.3047007,0.6075556,0.5608916,0.1028368,1.156108,0.1265988,0.3047007,0.6075556,0.5608916
1,35,0.06029363,0.6506757,0.5032276,0.01507198,1.17576,0.05630184,0.06029363,0.6506757,0.5032276
1,36,-0.100295,1.449107,0.5955368,-0.06358249,1.258488,0.04131542,-0.100295,1.449107,0.5955368
1,37,-0.3737797,1.056924,0.4767739,-0.1157788,1.219563,0.02429645,-0.3737797,1.056924,0.4767739
1,38,-0.01334347,1.429222,0.3062028,-0.01775858,1.254937,-0.02796998,-0.01334347,1.429222,0.3062028
1,39,0.2685901,0.9122202,0.5391234,0.03657618,1.205551,0.02007021,0.2685901,0.9122202,0.5391234
1,40,0.0979695,1.218611,0.5006101,0.009867665,1.229353,-0.02547056,0.0979695,1.218611,0.5006101
1,41,-0.3806449,1.127823,0.4720508,-0.1035956,1.226654,-0.004655482,-0.3806449,1.127823,0.4720508
1,42,-0.4063532,0.6506977,0.3784963,-0.1818712,1.161627,0.03748336,-0.4063532,0.6506977,0.3784963
1,43,-0.4692667,1.267411,0.3128805,-0.1652966,1.223415,-0.03476844,-0.4692667,1.267411,0.3128805
1,44,0.2685901,0.9122202,0.5391234,0.03799804,1.200407,0.0177295,0.2685901,0.9122202,0.5391234
1,45,0.3258573,1.420107,0.3186283,0.03750563,1.24009,-0.0422403,0.3258573,1.420107,0.3186283
1,46,0.4551789,0.7850271,0.3455448,0.1054703,1.17454,-0.005177686,0.4551789,0.7850271,0.3455448
1,47,-0.4590744,0.9719619,0.3529888,-0.1376075,1.210864,-0.02924773,-0.4590744,0.9719619,0.3529888
1,48,-0.4339823,1.003633,0.4835796,-0.1352595,1.220529,-0.00264892,-0.4339823,1.003633,0.4835796
1,49,-0.3146825,1.106428,0.3682546,-0.10068,1.218775,-0.009751341,-0.3146825,1.106428,0.3682546
1,50,-0.4433651,1.053509,0.3007281,-0.124893,1.213456,-0.02996744,-0.4433651,1.053509,0.3007281
2,51,0.2076604,1.106606,0.593048,0.01876721,1.21967,0.01053422,0.2076604,1.106606,0.593048
2,52,-0.2934991,0.9787229,0.5939376,-0.0749786,1.221934,0.04840221,-0.2934991,0.9787229,0.5939376
2,53,0.1802561,0.8665655,0.3372146,0.03209579,1.185142,-0.009053249,0.1802561,0.8665655,0.3372146
2,54,-0.3222444,0.5356847,0.5652572,-0.2180309,1.129589,0.1706208,-0.3222444,0.5356847,0.5652572
2,55,-0.2182607,0.7583957,0.3395953,-0.1026623,1.164674,0.02908417,-0.2182607,0.7583957,0.3395953
2,56,0.1539488,1.18634,0.570186,0.004752308,1.224237,0.008989826,0.1539488,1.18634,0.570186
2,57,0.2605527,1.494178,0.4406848,0.0281163,1.256011,-0.01055725,0.2605527,1.494178,0.4406848
2,58,-0.06567301,0.5423402,0.5755476,-0.04879346,1.138796,0.1751342,-0.06567301,0.5423402,0.5755476
2,59,-0.3480915,1.394078,0.4794205,-0.1224966,1.249251,-0.008775227,-0.3480915,1.394078,0.4794205
2,60,0.2774988,0.6568603,0.5184883,0.04943672,1.175988,0.06540795,0.2774988,0.6568603,0.5184883
2,61,0.1686237,1.183332,0.5556211,0.00526667,1.224808,-0.0001124653,0.1686237,1.183332,0.5556211
2,62,0.3659696,1.153775,0.5301384,0.05387713,1.219876,0.01065301,0.3659696,1.153775,0.5301384
2,63,-0.4916736,0.7336637,0.5997044,-0.2315584,1.168517,0.1474102,-0.4916736,0.7336637,0.5997044
2,64,-0.2617694,0.6834874,0.5735953,-0.1361538,1.170242,0.1269108,-0.2617694,0.6834874,0.5735953
2,65,-0.03891071,1.220168,0.5624831,-0.02131425,1.223346,0.02406006,-0.03891071,1.220168,0.5624831
2,66,0.2741297,0.7439572,0.4621976,0.04966483,1.181744,0.02056126,0.2741297,0.7439572,0.4621976
2,67,-0.3312812,1.446164,0.5411771,-0.1287235,1.255896,0.03189701,-0.3312812,1.446164,0.5411771
2,68,-0.2022917,0.8795248,0.4403885,-0.05069338,1.187923,0.04026155,-0.2022917,0.8795248,0.4403885
2,69,-0.02595904,1.46738,0.3020765,-0.001246404,1.254227,-0.03708453,-0.02595904,1.46738,0.3020765
2,70,-0.4986951,0.6708172,0.4997307,-0.2076172,1.157126,0.1533431,-0.4986951,0.6708172,0.4997307
2,71,-0.2148875,0.8266428,0.5209011,-0.07193252,1.184725,0.07901179,-0.2148875,0.8266428,0.5209011
2,72,-0.09958658,1.457033,0.5146495,-0.05184917,1.252797,0.02531536,-0.09958658,1.457033,0.5146495
2,73,-0.3788297,1.252131,0.5825437,-0.1303429,1.235626,0.04632498,-0.3788297,1.252131,0.5825437
2,74,-0.1609284,1.316197,0.5399162,-0.05269866,1.237839,0.02852032,-0.1609284,1.316197,0.5399162
2,75,0.4924656,1.381727,0.4268261,0.06760214,1.237145,0.009798279,0.4924656,1.381727,0.4268261
2,76,-0.1771347,0.9870158,0.5618717,-0.05214362,1.207894,0.04162456,-0.1771347,0.9870158,0.5618717
2,77,0.1585452,1.222331,0.4382837,0.008049765,1.215344,0.01261267,0.1585452,1.222331,0.4382837
2,78,-0.02227336,0.8818154,0.4274823,-0.01514372,1.186006,0.02755634,-0.02227336,0.8818154,0.4274823
2,79,0.2048804,1.023971,0.5792714,0.02813028,1.20348,0.04440914,0.2048804,1.023971,0.5792714
2,80,-0.3123478,0.6146284,0.4524542,-0.1449308,1.157656,0.08840811,-0.3123478,0.6146284,0.4524542
2,81,0.1044483,0.8749226,0.5798531,-0.001638412,1.192262,0.0592825,0.1044483,0.8749226,0.5798531
2,82,-0.1177176,0.9340735,0.4023862,-0.04355869,1.185063,0.03053635,-0.1177176,0.9340735,0.4023862
2,83,-0.1303306,1.098976,0.5789185,-0.03632346,1.216176,0.03675539,-0.1303306,1.098976,0.5789185
2,84,-0.2449273,1.175545,0.5975136,-0.06341028,1.232509,0.05490452,-0.2449273,1.175545,0.5975136
2,85,-0.3547313,0.6831486,0.3601527,-0.1334123,1.157395,0.05833829,-0.3547313,0.6831486,0.3601527
2,86,-0.06922567,1.383097,0.4072411,-0.01936454,1.232056,0.01579485,-0.06922567,1.383097,0.4072411
2,87,-0.4840417,1.092625,0.521822,-0.1419126,1.225389,0.04653349,-0.4840417,1.092625,0.521822
2,88,0.3875516,0.8886589,0.5682844,0.08342195,1.195811,0.03431541,0.3875516,0.8886589,0.5682844
2,89,0.3171186,1.366205,0.5608056,0.03351844,1.235881,0.03323906,0.3171186,1.366205,0.5608056
2,90,0.2304547,0.9812963,0.5325336,0.04007043,1.19742,0.0428341,0.2304547,0.9812963,0.5325336
2,91,0.343612,1.415412,0.5325449,0.04576182,1.238991,0.03777571,0.343612,1.415412,0.5325449
2,92,-0.06922567,1.383097,0.4072411,-0.007108579,1.237955,-0.01067348,-0.06922567,1.383097,0.4072411
